"","date2","frequency","year","month","day"
"1033",2012-12-31,44,2012,12,31
"1034",2013-01-01,79,2013,1,1
"1035",2013-01-02,49,2013,1,2
"1036",2013-01-03,64,2013,1,3
"1037",2013-01-04,65,2013,1,4
"1038",2013-01-05,47,2013,1,5
"1039",2013-01-06,54,2013,1,6
"1040",2013-01-07,47,2013,1,7
"1041",2013-01-08,52,2013,1,8
"1042",2013-01-09,59,2013,1,9
"1043",2013-01-10,59,2013,1,10
"1044",2013-01-11,83,2013,1,11
"1045",2013-01-12,66,2013,1,12
"1046",2013-01-13,46,2013,1,13
"1047",2013-01-14,66,2013,1,14
"1048",2013-01-15,68,2013,1,15
"1049",2013-01-16,69,2013,1,16
"1050",2013-01-17,59,2013,1,17
"1051",2013-01-18,66,2013,1,18
"1052",2013-01-19,56,2013,1,19
"1053",2013-01-20,24,2013,1,20
"1054",2013-01-21,44,2013,1,21
"1055",2013-01-22,58,2013,1,22
"1056",2013-01-23,36,2013,1,23
"1057",2013-01-24,48,2013,1,24
"1058",2013-01-25,49,2013,1,25
"1059",2013-01-26,60,2013,1,26
"1060",2013-01-27,68,2013,1,27
"1061",2013-01-28,69,2013,1,28
"1062",2013-01-29,75,2013,1,29
"1063",2013-01-30,43,2013,1,30
"1064",2013-01-31,78,2013,1,31
"1065",2013-02-01,51,2013,2,1
"1066",2013-02-02,39,2013,2,2
"1067",2013-02-03,48,2013,2,3
"1068",2013-02-04,84,2013,2,4
"1069",2013-02-05,69,2013,2,5
"1070",2013-02-06,63,2013,2,6
"1071",2013-02-07,47,2013,2,7
"1072",2013-02-08,42,2013,2,8
"1073",2013-02-09,85,2013,2,9
"1074",2013-02-10,49,2013,2,10
"1075",2013-02-11,54,2013,2,11
"1076",2013-02-12,85,2013,2,12
"1077",2013-02-13,62,2013,2,13
"1078",2013-02-14,78,2013,2,14
"1079",2013-02-15,76,2013,2,15
"1080",2013-02-16,66,2013,2,16
"1081",2013-02-17,47,2013,2,17
"1082",2013-02-18,64,2013,2,18
"1083",2013-02-19,63,2013,2,19
"1084",2013-02-20,89,2013,2,20
"1085",2013-02-21,74,2013,2,21
"1086",2013-02-22,57,2013,2,22
"1087",2013-02-23,61,2013,2,23
"1088",2013-02-24,72,2013,2,24
"1089",2013-02-25,92,2013,2,25
"1090",2013-02-26,61,2013,2,26
"1091",2013-02-27,35,2013,2,27
"1092",2013-02-28,52,2013,2,28
"1093",2013-03-01,61,2013,3,1
"1094",2013-03-02,57,2013,3,2
"1095",2013-03-03,45,2013,3,3
"1096",2013-03-04,62,2013,3,4
"1097",2013-03-05,45,2013,3,5
"1098",2013-03-06,61,2013,3,6
"1099",2013-03-07,66,2013,3,7
"1100",2013-03-08,87,2013,3,8
"1101",2013-03-09,107,2013,3,9
"1102",2013-03-10,43,2013,3,10
"1103",2013-03-11,82,2013,3,11
"1104",2013-03-12,71,2013,3,12
"1105",2013-03-13,86,2013,3,13
"1106",2013-03-14,77,2013,3,14
"1107",2013-03-15,74,2013,3,15
"1108",2013-03-16,54,2013,3,16
"1109",2013-03-17,79,2013,3,17
"1110",2013-03-18,68,2013,3,18
"1111",2013-03-19,72,2013,3,19
"1112",2013-03-20,68,2013,3,20
"1113",2013-03-21,55,2013,3,21
"1114",2013-03-22,82,2013,3,22
"1115",2013-03-23,51,2013,3,23
"1116",2013-03-24,41,2013,3,24
"1117",2013-03-25,70,2013,3,25
"1118",2013-03-26,70,2013,3,26
"1119",2013-03-27,69,2013,3,27
"1120",2013-03-28,60,2013,3,28
"1121",2013-03-29,34,2013,3,29
"1122",2013-03-30,97,2013,3,30
"1123",2013-03-31,71,2013,3,31
"1124",2013-04-01,59,2013,4,1
"1125",2013-04-02,62,2013,4,2
"1126",2013-04-03,53,2013,4,3
"1127",2013-04-04,76,2013,4,4
"1128",2013-04-05,67,2013,4,5
"1129",2013-04-06,61,2013,4,6
"1130",2013-04-07,74,2013,4,7
"1131",2013-04-08,64,2013,4,8
"1132",2013-04-09,59,2013,4,9
"1133",2013-04-10,68,2013,4,10
"1134",2013-04-11,109,2013,4,11
"1135",2013-04-12,82,2013,4,12
"1136",2013-04-13,62,2013,4,13
"1137",2013-04-14,52,2013,4,14
"1138",2013-04-15,65,2013,4,15
"1139",2013-04-16,68,2013,4,16
"1140",2013-04-17,67,2013,4,17
"1141",2013-04-18,47,2013,4,18
"1142",2013-04-19,74,2013,4,19
"1143",2013-04-20,68,2013,4,20
"1144",2013-04-21,76,2013,4,21
"1145",2013-04-22,111,2013,4,22
"1146",2013-04-23,61,2013,4,23
"1147",2013-04-24,79,2013,4,24
"1148",2013-04-25,87,2013,4,25
"1149",2013-04-26,65,2013,4,26
"1150",2013-04-27,60,2013,4,27
"1151",2013-04-28,62,2013,4,28
"1152",2013-04-29,121,2013,4,29
"1153",2013-04-30,84,2013,4,30
"1154",2013-05-01,85,2013,5,1
"1155",2013-05-02,78,2013,5,2
"1156",2013-05-03,92,2013,5,3
"1157",2013-05-04,83,2013,5,4
"1158",2013-05-05,78,2013,5,5
"1159",2013-05-06,98,2013,5,6
"1160",2013-05-07,74,2013,5,7
"1161",2013-05-08,76,2013,5,8
"1162",2013-05-09,80,2013,5,9
"1163",2013-05-10,71,2013,5,10
"1164",2013-05-11,48,2013,5,11
"1165",2013-05-12,56,2013,5,12
"1166",2013-05-13,76,2013,5,13
"1167",2013-05-14,74,2013,5,14
"1168",2013-05-15,51,2013,5,15
"1169",2013-05-16,74,2013,5,16
"1170",2013-05-17,57,2013,5,17
"1171",2013-05-18,79,2013,5,18
"1172",2013-05-19,78,2013,5,19
"1173",2013-05-20,73,2013,5,20
"1174",2013-05-21,79,2013,5,21
"1175",2013-05-22,76,2013,5,22
"1176",2013-05-23,49,2013,5,23
"1177",2013-05-24,77,2013,5,24
"1178",2013-05-25,81,2013,5,25
"1179",2013-05-26,74,2013,5,26
"1180",2013-05-27,68,2013,5,27
"1181",2013-05-28,70,2013,5,28
"1182",2013-05-29,96,2013,5,29
"1183",2013-05-30,56,2013,5,30
"1184",2013-05-31,63,2013,5,31
"1185",2013-06-01,65,2013,6,1
"1186",2013-06-02,62,2013,6,2
"1187",2013-06-03,75,2013,6,3
"1188",2013-06-04,87,2013,6,4
"1189",2013-06-05,83,2013,6,5
"1190",2013-06-06,74,2013,6,6
"1191",2013-06-07,67,2013,6,7
"1192",2013-06-08,86,2013,6,8
"1193",2013-06-09,61,2013,6,9
"1194",2013-06-10,71,2013,6,10
"1195",2013-06-11,69,2013,6,11
"1196",2013-06-12,76,2013,6,12
"1197",2013-06-13,67,2013,6,13
"1198",2013-06-14,59,2013,6,14
"1199",2013-06-15,59,2013,6,15
"1200",2013-06-16,62,2013,6,16
"1201",2013-06-17,97,2013,6,17
"1202",2013-06-18,79,2013,6,18
"1203",2013-06-19,91,2013,6,19
"1204",2013-06-20,81,2013,6,20
"1205",2013-06-21,59,2013,6,21
"1206",2013-06-22,54,2013,6,22
"1207",2013-06-23,83,2013,6,23
"1208",2013-06-24,79,2013,6,24
"1209",2013-06-25,75,2013,6,25
"1210",2013-06-26,108,2013,6,26
"1211",2013-06-27,67,2013,6,27
"1212",2013-06-28,70,2013,6,28
"1213",2013-06-29,87,2013,6,29
"1214",2013-06-30,82,2013,6,30
"1215",2013-07-01,76,2013,7,1
"1216",2013-07-02,75,2013,7,2
"1217",2013-07-03,94,2013,7,3
"1218",2013-07-04,78,2013,7,4
"1219",2013-07-05,70,2013,7,5
"1220",2013-07-06,78,2013,7,6
"1221",2013-07-07,80,2013,7,7
"1222",2013-07-08,88,2013,7,8
"1223",2013-07-09,69,2013,7,9
"1224",2013-07-10,82,2013,7,10
"1225",2013-07-11,74,2013,7,11
"1226",2013-07-12,79,2013,7,12
"1227",2013-07-13,87,2013,7,13
"1228",2013-07-14,80,2013,7,14
"1229",2013-07-15,88,2013,7,15
"1230",2013-07-16,64,2013,7,16
"1231",2013-07-17,63,2013,7,17
"1232",2013-07-18,87,2013,7,18
"1233",2013-07-19,68,2013,7,19
"1234",2013-07-20,87,2013,7,20
"1235",2013-07-21,72,2013,7,21
"1236",2013-07-22,55,2013,7,22
"1237",2013-07-23,64,2013,7,23
"1238",2013-07-24,91,2013,7,24
"1239",2013-07-25,83,2013,7,25
"1240",2013-07-26,67,2013,7,26
"1241",2013-07-27,69,2013,7,27
"1242",2013-07-28,91,2013,7,28
"1243",2013-07-29,60,2013,7,29
"1244",2013-07-30,70,2013,7,30
"1245",2013-07-31,65,2013,7,31
"1246",2013-08-01,80,2013,8,1
"1247",2013-08-02,67,2013,8,2
"1248",2013-08-03,67,2013,8,3
"1249",2013-08-04,76,2013,8,4
"1250",2013-08-05,53,2013,8,5
"1251",2013-08-06,44,2013,8,6
"1252",2013-08-07,70,2013,8,7
"1253",2013-08-08,75,2013,8,8
"1254",2013-08-09,50,2013,8,9
"1255",2013-08-10,76,2013,8,10
"1256",2013-08-11,64,2013,8,11
"1257",2013-08-12,61,2013,8,12
"1258",2013-08-13,89,2013,8,13
"1259",2013-08-14,77,2013,8,14
"1260",2013-08-15,83,2013,8,15
"1261",2013-08-16,74,2013,8,16
"1262",2013-08-17,72,2013,8,17
"1263",2013-08-18,51,2013,8,18
"1264",2013-08-19,59,2013,8,19
"1265",2013-08-20,77,2013,8,20
"1266",2013-08-21,77,2013,8,21
"1267",2013-08-22,74,2013,8,22
"1268",2013-08-23,86,2013,8,23
"1269",2013-08-24,73,2013,8,24
"1270",2013-08-25,62,2013,8,25
"1271",2013-08-26,84,2013,8,26
"1272",2013-08-27,65,2013,8,27
"1273",2013-08-28,81,2013,8,28
"1274",2013-08-29,82,2013,8,29
"1275",2013-08-30,72,2013,8,30
"1276",2013-08-31,69,2013,8,31
"1277",2013-09-01,94,2013,9,1
"1278",2013-09-02,109,2013,9,2
"1279",2013-09-03,67,2013,9,3
"1280",2013-09-04,87,2013,9,4
"1281",2013-09-05,75,2013,9,5
"1282",2013-09-06,74,2013,9,6
"1283",2013-09-07,90,2013,9,7
"1284",2013-09-08,75,2013,9,8
"1285",2013-09-09,76,2013,9,9
"1286",2013-09-10,74,2013,9,10
"1287",2013-09-11,96,2013,9,11
"1288",2013-09-12,83,2013,9,12
"1289",2013-09-13,76,2013,9,13
"1290",2013-09-14,94,2013,9,14
"1291",2013-09-15,59,2013,9,15
"1292",2013-09-16,69,2013,9,16
"1293",2013-09-17,93,2013,9,17
"1294",2013-09-18,91,2013,9,18
"1295",2013-09-19,49,2013,9,19
"1296",2013-09-20,89,2013,9,20
"1297",2013-09-21,89,2013,9,21
"1298",2013-09-22,78,2013,9,22
"1299",2013-09-23,83,2013,9,23
"1300",2013-09-24,67,2013,9,24
"1301",2013-09-25,82,2013,9,25
"1302",2013-09-26,72,2013,9,26
"1303",2013-09-27,50,2013,9,27
"1304",2013-09-28,66,2013,9,28
"1305",2013-09-29,68,2013,9,29
"1306",2013-09-30,57,2013,9,30
"1307",2013-10-01,77,2013,10,1
"1308",2013-10-02,86,2013,10,2
"1309",2013-10-03,74,2013,10,3
"1310",2013-10-04,52,2013,10,4
"1311",2013-10-05,57,2013,10,5
"1312",2013-10-06,55,2013,10,6
"1313",2013-10-07,54,2013,10,7
"1314",2013-10-08,66,2013,10,8
"1315",2013-10-09,64,2013,10,9
"1316",2013-10-10,62,2013,10,10
"1317",2013-10-11,62,2013,10,11
"1318",2013-10-12,56,2013,10,12
"1319",2013-10-13,80,2013,10,13
"1320",2013-10-14,59,2013,10,14
"1321",2013-10-15,40,2013,10,15
"1322",2013-10-16,61,2013,10,16
"1323",2013-10-17,81,2013,10,17
"1324",2013-10-18,68,2013,10,18
"1325",2013-10-19,64,2013,10,19
"1326",2013-10-20,68,2013,10,20
"1327",2013-10-21,60,2013,10,21
"1328",2013-10-22,86,2013,10,22
"1329",2013-10-23,64,2013,10,23
"1330",2013-10-24,56,2013,10,24
"1331",2013-10-25,53,2013,10,25
"1332",2013-10-26,61,2013,10,26
"1333",2013-10-27,41,2013,10,27
"1334",2013-10-28,59,2013,10,28
"1335",2013-10-29,79,2013,10,29
"1336",2013-10-30,73,2013,10,30
"1337",2013-10-31,57,2013,10,31
"1338",2013-11-01,78,2013,11,1
"1339",2013-11-02,59,2013,11,2
"1340",2013-11-03,50,2013,11,3
"1341",2013-11-04,40,2013,11,4
"1342",2013-11-05,50,2013,11,5
"1343",2013-11-06,31,2013,11,6
"1344",2013-11-07,52,2013,11,7
"1345",2013-11-08,50,2013,11,8
"1346",2013-11-09,50,2013,11,9
"1347",2013-11-10,40,2013,11,10
"1348",2013-11-11,35,2013,11,11
"1349",2013-11-12,54,2013,11,12
"1350",2013-11-13,47,2013,11,13
"1351",2013-11-14,56,2013,11,14
"1352",2013-11-15,45,2013,11,15
"1353",2013-11-16,59,2013,11,16
"1354",2013-11-17,40,2013,11,17
"1355",2013-11-18,51,2013,11,18
"1356",2013-11-19,64,2013,11,19
"1357",2013-11-20,66,2013,11,20
"1358",2013-11-21,53,2013,11,21
"1359",2013-11-22,43,2013,11,22
"1360",2013-11-23,55,2013,11,23
"1361",2013-11-24,56,2013,11,24
"1362",2013-11-25,45,2013,11,25
"1363",2013-11-26,48,2013,11,26
"1364",2013-11-27,48,2013,11,27
"1365",2013-11-28,26,2013,11,28
"1366",2013-11-29,54,2013,11,29
"1367",2013-11-30,45,2013,11,30
"1368",2013-12-01,34,2013,12,1
"1369",2013-12-02,55,2013,12,2
"1370",2013-12-03,49,2013,12,3
"1371",2013-12-04,63,2013,12,4
"1372",2013-12-05,46,2013,12,5
"1373",2013-12-06,40,2013,12,6
"1374",2013-12-07,42,2013,12,7
"1375",2013-12-08,30,2013,12,8
"1376",2013-12-09,31,2013,12,9
"1377",2013-12-10,50,2013,12,10
"1378",2013-12-11,49,2013,12,11
"1379",2013-12-12,45,2013,12,12
"1380",2013-12-13,46,2013,12,13
"1381",2013-12-14,42,2013,12,14
"1382",2013-12-15,44,2013,12,15
"1383",2013-12-16,32,2013,12,16
"1384",2013-12-17,36,2013,12,17
"1385",2013-12-18,46,2013,12,18
"1386",2013-12-19,50,2013,12,19
"1387",2013-12-20,37,2013,12,20
"1388",2013-12-21,37,2013,12,21
"1389",2013-12-22,34,2013,12,22
"1390",2013-12-23,31,2013,12,23
"1391",2013-12-24,23,2013,12,24
"1392",2013-12-25,24,2013,12,25
"1393",2013-12-26,33,2013,12,26
"1394",2013-12-27,41,2013,12,27
"1395",2013-12-28,45,2013,12,28
"1396",2013-12-29,26,2013,12,29
"1397",2013-12-30,34,2013,12,30
"1398",2013-12-31,33,2013,12,31
"1399",2014-01-01,49,2014,1,1
"1400",2014-01-02,43,2014,1,2
"1401",2014-01-03,26,2014,1,3
"1402",2014-01-04,44,2014,1,4
"1403",2014-01-05,39,2014,1,5
"1404",2014-01-06,33,2014,1,6
"1405",2014-01-07,31,2014,1,7
"1406",2014-01-08,38,2014,1,8
"1407",2014-01-09,38,2014,1,9
"1408",2014-01-10,45,2014,1,10
"1409",2014-01-11,46,2014,1,11
"1410",2014-01-12,49,2014,1,12
"1411",2014-01-13,39,2014,1,13
"1412",2014-01-14,55,2014,1,14
"1413",2014-01-15,42,2014,1,15
"1414",2014-01-16,39,2014,1,16
"1415",2014-01-17,53,2014,1,17
"1416",2014-01-18,34,2014,1,18
"1417",2014-01-19,52,2014,1,19
"1418",2014-01-20,41,2014,1,20
"1419",2014-01-21,42,2014,1,21
"1420",2014-01-22,57,2014,1,22
"1421",2014-01-23,38,2014,1,23
"1422",2014-01-24,27,2014,1,24
"1423",2014-01-25,44,2014,1,25
"1424",2014-01-26,33,2014,1,26
"1425",2014-01-27,44,2014,1,27
"1426",2014-01-28,31,2014,1,28
"1427",2014-01-29,47,2014,1,29
"1428",2014-01-30,40,2014,1,30
"1429",2014-01-31,42,2014,1,31
"1430",2014-02-01,41,2014,2,1
"1431",2014-02-02,48,2014,2,2
"1432",2014-02-03,49,2014,2,3
"1433",2014-02-04,49,2014,2,4
"1434",2014-02-05,58,2014,2,5
"1435",2014-02-06,40,2014,2,6
"1436",2014-02-07,54,2014,2,7
"1437",2014-02-08,36,2014,2,8
"1438",2014-02-09,28,2014,2,9
"1439",2014-02-10,46,2014,2,10
"1440",2014-02-11,46,2014,2,11
"1441",2014-02-12,50,2014,2,12
"1442",2014-02-13,70,2014,2,13
"1443",2014-02-14,50,2014,2,14
"1444",2014-02-15,40,2014,2,15
"1445",2014-02-16,45,2014,2,16
"1446",2014-02-17,43,2014,2,17
"1447",2014-02-18,46,2014,2,18
"1448",2014-02-19,65,2014,2,19
"1449",2014-02-20,23,2014,2,20
"1450",2014-02-21,43,2014,2,21
"1451",2014-02-22,33,2014,2,22
"1452",2014-02-23,41,2014,2,23
"1453",2014-02-24,44,2014,2,24
"1454",2014-02-25,42,2014,2,25
"1455",2014-02-26,57,2014,2,26
"1456",2014-02-27,43,2014,2,27
"1457",2014-02-28,35,2014,2,28
"1458",2014-03-01,41,2014,3,1
"1459",2014-03-02,33,2014,3,2
"1460",2014-03-03,32,2014,3,3
"1461",2014-03-04,43,2014,3,4
"1462",2014-03-05,45,2014,3,5
"1463",2014-03-06,35,2014,3,6
"1464",2014-03-07,47,2014,3,7
"1465",2014-03-08,49,2014,3,8
"1466",2014-03-09,42,2014,3,9
"1467",2014-03-10,57,2014,3,10
"1468",2014-03-11,48,2014,3,11
"1469",2014-03-12,29,2014,3,12
"1470",2014-03-13,37,2014,3,13
"1471",2014-03-14,51,2014,3,14
"1472",2014-03-15,55,2014,3,15
"1473",2014-03-16,46,2014,3,16
"1474",2014-03-17,46,2014,3,17
"1475",2014-03-18,57,2014,3,18
"1476",2014-03-19,43,2014,3,19
"1477",2014-03-20,72,2014,3,20
"1478",2014-03-21,82,2014,3,21
"1479",2014-03-22,65,2014,3,22
"1480",2014-03-23,45,2014,3,23
"1481",2014-03-24,52,2014,3,24
"1482",2014-03-25,28,2014,3,25
"1483",2014-03-26,38,2014,3,26
"1484",2014-03-27,44,2014,3,27
"1485",2014-03-28,48,2014,3,28
"1486",2014-03-29,38,2014,3,29
"1487",2014-03-30,44,2014,3,30
"1488",2014-03-31,62,2014,3,31
"1489",2014-04-01,30,2014,4,1
"1490",2014-04-02,54,2014,4,2
"1491",2014-04-03,49,2014,4,3
"1492",2014-04-04,47,2014,4,4
"1493",2014-04-05,67,2014,4,5
"1494",2014-04-06,39,2014,4,6
"1495",2014-04-07,51,2014,4,7
"1496",2014-04-08,63,2014,4,8
"1497",2014-04-09,45,2014,4,9
"1498",2014-04-10,44,2014,4,10
"1499",2014-04-11,53,2014,4,11
"1500",2014-04-12,50,2014,4,12
"1501",2014-04-13,37,2014,4,13
"1502",2014-04-14,39,2014,4,14
"1503",2014-04-15,47,2014,4,15
"1504",2014-04-16,60,2014,4,16
"1505",2014-04-17,15,2014,4,17
"1506",2014-04-18,13,2014,4,18
"1507",2014-04-19,4,2014,4,19
"1508",2014-04-20,7,2014,4,20
"1509",2014-04-21,6,2014,4,21
"1510",2014-04-22,6,2014,4,22
"1511",2014-04-23,6,2014,4,23
"1512",2014-04-24,6,2014,4,24
"1513",2014-04-25,1,2014,4,25
"1514",2014-04-27,1,2014,4,27
"1515",2014-04-28,1,2014,4,28
"1516",2014-04-29,8,2014,4,29
"1517",2014-05-02,2,2014,5,2
"1518",2014-05-03,2,2014,5,3
"1519",2014-05-04,1,2014,5,4
"1520",2014-05-05,3,2014,5,5
"1521",2014-05-06,3,2014,5,6
"1522",2014-05-08,1,2014,5,8
"1523",2014-05-09,1,2014,5,9
"1524",2014-05-10,2,2014,5,10
"1525",2014-05-11,2,2014,5,11
"1526",2014-05-13,1,2014,5,13
"1527",2014-05-14,4,2014,5,14
"1528",2014-05-15,1,2014,5,15
"1529",2014-05-17,1,2014,5,17
"1530",2014-05-18,1,2014,5,18
"1531",NA,4,NA,NA,NA
